smiles,fgs
CC(C)C(=O)NC(Cc1ccc2c(c1)OCO2)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,"{'Secondary hydroxyl': [(18, 17)], 'Alkylarylether': [(27, 28, 23)], 'Ammonium': [(20,)], 'Acetal': [(14, 12, 15, 16, 11)], 'Secondary amide': [(3, 4, 5, 6)], 'Benzene': [(8, 9, 10, 11, 12, 13)], 'pyridine': [(37, 31, 30, 29, 28, 38)]}"
CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncc(F)c4)cc32)N=C1N,"{'Alkylarylether': [(9, 10, 6)], 'Amide': [(2, 3, 1)], 'Guanidine': [(1, 24, 23, 25)], 'Arylfluoride': [(19, 18)], 'Benzene': [(10, 11, 12, 13, 21, 22)], '2-imidazoline': [(24, 23, 4, 2, 1)], 'pyridine': [(20, 18, 17, 16, 15, 14)]}"
CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C2CC2)cc2c1CCCS(=O)(=O)N2C,"{'Secondary hydroxyl': [(18, 17)], 'Secondary mixed amine': [(2,)], 'Ammonium': [(20,)], 'Secondary amide': [(6, 7, 8, 9)], 'Sulfonamide': [(30, 31, 32, 33)], 'Benzene': [(3, 4, 5, 24, 25, 26), (11, 12, 13, 14, 15, 16)]}"
COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C#N,"{'Alkylarylether': [(1, 2, 0)], 'Amide': [(24, 25, 22)], 'Nitrile': [(29, 28)], 'Guanidine': [(21, 20, 19, 22)], 'Benzene': [(2, 3, 4, 5, 26, 27), (7, 8, 9, 10, 11, 18)], '2-imidazoline': [(20, 19, 6, 24, 22)], 'pyridine': [(13, 12, 17, 16, 15, 14)]}"
CCc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(C)n1,"{'Amide': [(23, 24, 21)], 'Guanidine': [(20, 19, 18, 21)], 'Benzene': [(6, 7, 8, 9, 10, 17)], '2-imidazoline': [(19, 18, 5, 23, 21)], 'pyridine': [(4, 3, 2, 28, 26, 25)], 'pyrimidine': [(11, 12, 13, 14, 15, 16)]}"
CCC(=O)N(C)C(C)(C)C1CCCC(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(C)C)c2)C1,"{'Secondary hydroxyl': [(26, 25)], 'Ammonium': [(28,)], 'Secondary amide': [(14, 15, 16, 17)], 'Tertiary amide': [(2, 3, 4, 5, 6)], 'Benzene': [(19, 20, 21, 22, 23, 24), (30, 31, 32, 33, 34, 38)]}"
CCCCc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)C)c3)C2O)ccc1O,"{'Secondary hydroxyl': [(27, 26)], 'Ammonium': [(15,)], 'Phenol': [(31, 30)], 'Sulfonyl': [(10, 11, 12)], 'Benzene': [(4, 5, 6, 28, 29, 30), (17, 18, 19, 20, 21, 25)], 'thiane': [(26, 14, 13, 10, 9, 8)]}"
CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c(N)c(-c4ccoc4)c3)C2O)c1,"{'Secondary hydroxyl': [(33, 32)], 'Primary aromatic amine': [(24, 23)], 'Ammonium': [(10,)], 'Arylfluoride': [(22, 21)], 'Sulfonyl': [(13, 14, 15)], 'Benzene': [(4, 5, 6, 7, 8, 34), (19, 20, 21, 23, 25, 31)], 'furan': [(26, 27, 28, 29, 30)], 'thiane': [(32, 17, 16, 13, 12, 11)]}"
C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,"{'Alkene': [(0, 1)], 'Secondary hydroxyl': [(24, 23)], 'Alkylarylether': [(33, 32, 34)], 'Ammonium': [(26,)], 'Oximether': [(4, 5, 3, 2)], 'Secondary amide': [(10, 11, 12, 13)], 'Arylfluoride': [(18, 17), (21, 20)], 'Sulfonamide': [(40, 42, 43, 38)], 'Benzene': [(7, 8, 9, 36, 37, 44), (15, 16, 17, 19, 20, 22), (28, 29, 30, 31, 32, 35)]}"
CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncnc4)cc32)N=C1N,"{'Alkylarylether': [(9, 10, 6)], 'Amide': [(2, 3, 1)], 'Guanidine': [(1, 23, 22, 24)], 'Benzene': [(10, 11, 12, 13, 20, 21)], '2-imidazoline': [(23, 22, 4, 2, 1)], 'pyrimidine': [(14, 15, 16, 17, 18, 19)]}"
Cn1cc(Cl)c(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OCC3(F)F)c2)n1,"{'Alkylfluoride': [(23, 22), (24, 22)], 'Secondary amide': [(6, 7, 8, 9)], 'Isourea': [(17, 18, 20, 19)], 'Arylchloride': [(4, 3)], 'Arylfluoride': [(13, 12)], 'Benzene': [(9, 10, 11, 12, 14, 25)], 'pyrazole': [(3, 2, 1, 26, 5)]}"
NC1=[NH+]C(c2cccc(-c3cccnc3F)c2)(c2ccc3c(c2)OCO3)C2=NCCCN21,"{'Acetal': [(23, 21, 24, 25, 20)], 'Amidine': [(31, 26, 27)], 'Guanidine': [(0, 1, 2, 31)], 'Arylfluoride': [(15, 14)], 'Benzene': [(4, 5, 6, 7, 8, 16), (17, 18, 19, 20, 21, 22)], '2-imidazoline': [(1, 2, 3, 26, 31)], 'pyridine': [(10, 9, 14, 13, 12, 11)]}"
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(C(C)=O)cc(C(C)(C)C)c2)CCCCC1,"{'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Ketone': [(21, 22, 24, 23)], 'Secondary amide': [(1, 2, 3, 4)], 'Arylfluoride': [(9, 8), (12, 11)], 'Benzene': [(6, 7, 8, 10, 11, 13), (19, 20, 21, 25, 26, 31)]}"
CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2cc(C(F)(F)F)ccc21,"{'Secondary hydroxyl': [(25, 24)], 'Alkylarylether': [(34, 33, 35)], 'Ammonium': [(27,)], 'Secondary amide': [(11, 12, 13, 14)], 'Urea': [(4, 6, 7, 8)], 'Arylfluoride': [(19, 18), (22, 21)], 'Trifluoromethyl': [(41, 40, 42, 43)], 'Benzene': [(16, 17, 18, 20, 21, 23), (29, 30, 31, 32, 33, 36)], '1H-indole': [(39, 44, 45, 46, 8, 9, 10, 37, 38)]}"
CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(C)N2CCC(C(C)C)C2=O)C1,"{'Secondary hydroxyl': [(9, 8)], 'Dialkylether': [(3, 2, 4)], 'Secondary amide': [(21, 22, 20, 10)], 'Lactam': [(28, 32, 33, 25)], 'Arylfluoride': [(15, 14), (18, 17)], 'Benzene': [(12, 13, 14, 16, 17, 19)], 'pyrrolidine': [(4, 34, 7, 6, 5), (27, 28, 32, 25, 26)]}"
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C#N)c2)CCCCC1,"{'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4)], 'Nitrile': [(28, 27)], 'Arylfluoride': [(9, 8), (12, 11)], 'Benzene': [(6, 7, 8, 10, 11, 13), (19, 20, 21, 22, 23, 29)]}"
CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(NCCO)c(N)n2)cc1,"{'Primary hydroxyl': [(30, 29)], 'Alkylarylether': [(5, 6, 4)], 'Primary aromatic amine': [(32, 31)], 'Secondary mixed amine': [(27,)], 'Arylchloride': [(20, 19)], 'Benzene': [(6, 7, 8, 9, 34, 35), (14, 15, 16, 17, 18, 19)], '1H-pyrrole': [(11, 12, 13, 21, 10)], 'pyridine': [(25, 24, 23, 33, 31, 26)]}"
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(O)cc(C(C)(C)C)c2)CCCCC1,"{'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4)], 'Phenol': [(22, 21)], 'Arylfluoride': [(9, 8), (12, 11)], 'Benzene': [(6, 7, 8, 10, 11, 13), (19, 20, 21, 23, 24, 29)]}"
CN1C(=O)[C@](c2ccccc2)(c2ccc(OC(F)F)cc2)N=C1N,"{'Alkylfluoride': [(17, 16), (18, 16)], 'Amide': [(2, 3, 1)], 'Guanidine': [(1, 22, 21, 23)], 'Benzene': [(5, 6, 7, 8, 9, 10), (11, 12, 13, 14, 19, 20)], 'oxy': [(15,)], '2-imidazoline': [(22, 21, 4, 2, 1)]}"
COc1cccc(C[NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(C)N2CCC(C(C)C)C2=O)c1,"{'Secondary hydroxyl': [(11, 10)], 'Alkylarylether': [(1, 2, 0)], 'Ammonium': [(8,)], 'Secondary amide': [(23, 24, 22, 12)], 'Lactam': [(30, 34, 35, 27)], 'Arylfluoride': [(17, 16), (20, 19)], 'Benzene': [(2, 3, 4, 5, 6, 36), (14, 15, 16, 18, 19, 21)], 'pyrrolidine': [(29, 30, 34, 27, 28)]}"
COc1cccc(-c2cccc(C3(c4ccncc4)N=C(C)C(N)=N3)c2)c1,"{'Alkylarylether': [(1, 2, 0)], 'Imine': [(19, 20)], 'Amidine': [(23, 22, 24)], 'Benzene': [(2, 3, 4, 5, 6, 26), (7, 8, 9, 10, 11, 25)], 'pyridine': [(13, 14, 15, 16, 17, 18)]}"
CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2nc3ccncc3c(=O)[nH]2)=N1,"{'Lactam': [(28, 29, 30, 31)], 'Amidine': [(12, 11, 32)], 'Arylchloride': [(7, 6)], 'Benzene': [(4, 5, 6, 8, 9, 10), (15, 16, 17, 18, 19, 20)], 'pyrido[4,3-d]pyrimidine': [(25, 24, 23, 22, 21, 31, 29, 28, 27, 26)]}"
COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\OCC(C)C)cc(N(C)S(C)(=O)=O)c2)c1,"{'Secondary hydroxyl': [(11, 10)], 'Alkylarylether': [(1, 2, 0)], 'Ammonium': [(8,)], 'Oximether': [(30, 28, 31, 32)], 'Secondary amide': [(23, 24, 22, 12)], 'Arylfluoride': [(17, 16), (20, 19)], 'Sulfonamide': [(40, 42, 43, 38)], 'Benzene': [(2, 3, 4, 5, 6, 45), (14, 15, 16, 18, 19, 21), (25, 26, 27, 36, 37, 44)]}"
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(Br)cc(C(C)(C)C)c2)CCCCC1,"{'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4)], 'Arylfluoride': [(9, 8), (12, 11)], 'Arylbromide': [(22, 21)], 'Benzene': [(6, 7, 8, 10, 11, 13), (19, 20, 21, 23, 24, 29)]}"
COCc1cc2cc(c1)C(=O)NC(C(O)C[NH2+]C(CF)c1cccc(C(C)(C)C)c1)Cc1cccc(c1)OCCCCN2,"{'Alkylfluoride': [(19, 18)], 'Secondary hydroxyl': [(14, 13)], 'Dialkylether': [(1, 0, 2)], 'Alkylarylether': [(37, 35, 38)], 'Secondary mixed amine': [(42,)], 'Ammonium': [(16,)], 'Lactam': [(7, 9, 10, 11)], 'Benzene': [(3, 4, 5, 6, 7, 8), (20, 21, 22, 23, 24, 29), (31, 32, 33, 34, 35, 36)]}"
CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(N(Cc2ccccc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,"{'Secondary hydroxyl': [(5, 4)], 'Ammonium': [(2,)], 'Secondary amide': [(15, 16, 14, 6), (35, 36, 37, 38)], 'Sulfonamide': [(30, 32, 33, 22)], 'Benzene': [(8, 9, 10, 11, 12, 13), (17, 18, 19, 20, 21, 34), (24, 25, 26, 27, 28, 29)]}"
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C3CCCO3)c2)CCCCC1,"{'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4)], 'Arylfluoride': [(9, 8), (12, 11)], 'Benzene': [(6, 7, 8, 10, 11, 13), (19, 20, 21, 22, 23, 29)], 'tetrahydrofuran': [(25, 26, 27, 28, 24)]}"
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(C)cc(C(C)(C)C)c2)CCCCC1,"{'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4)], 'Arylfluoride': [(9, 8), (12, 11)], 'Benzene': [(6, 7, 8, 10, 11, 13), (19, 20, 21, 23, 24, 29)]}"
CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)c(C)s1,"{'Amide': [(23, 24, 21)], 'Guanidine': [(20, 19, 18, 21)], 'Benzene': [(6, 7, 8, 9, 10, 17)], '2-imidazoline': [(19, 18, 5, 23, 21)], 'thiophene': [(3, 4, 25, 27, 2)], 'pyrimidine': [(11, 12, 13, 14, 15, 16)]}"
CC(C)c1cccc(C[NH2+]CC(O)C2COC/C=C/CCCNC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,"{'Alkene': [(17, 18)], 'Secondary hydroxyl': [(12, 11)], 'Dialkylether': [(15, 14, 16)], 'Ammonium': [(9,)], 'Lactam': [(25, 23, 24, 22), (27, 37, 38, 39)], 'Sulfonamide': [(32, 34, 35, 30)], 'Benzene': [(3, 4, 5, 6, 7, 40), (25, 26, 27, 28, 29, 36)]}"
CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C2CCOCC2)cc2c1CCCS(=O)(=O)N2C,"{'Secondary hydroxyl': [(18, 17)], 'Secondary mixed amine': [(2,)], 'Ammonium': [(20,)], 'Secondary amide': [(6, 7, 8, 9)], 'Sulfonamide': [(33, 34, 35, 36)], 'Benzene': [(3, 4, 5, 27, 28, 29), (11, 12, 13, 14, 15, 16)], 'tetrahydropyran': [(21, 22, 23, 24, 25, 26)]}"
NC1=[NH+][C@@](c2cccc(-c3cccnc3F)c2)(c2ccc3c(c2)OCCO3)C2=NCCCN21,"{'Alkylarylether': [(23, 21, 24), (26, 20, 25)], 'Amidine': [(32, 27, 28)], 'Guanidine': [(0, 1, 2, 32)], 'Arylfluoride': [(15, 14)], 'Benzene': [(4, 5, 6, 7, 8, 16), (17, 18, 19, 20, 21, 22)], '2-imidazoline': [(1, 2, 3, 27, 32)], 'pyridine': [(10, 9, 14, 13, 12, 11)]}"
CC1(C)CN2C(=N1)[C@@](c1ccc(OC(F)(F)F)cc1)(c1cccc(-c3cccnc3F)c1)[NH+]=C2N,"{'Guanidine': [(4, 33, 32, 34)], 'Arylfluoride': [(30, 29)], 'Trifluoromethyl': [(14, 13, 15, 16)], 'Benzene': [(8, 9, 10, 11, 17, 18), (19, 20, 21, 22, 23, 31)], 'oxy': [(12,)], '2-imidazoline': [(5, 6, 1, 3, 4), (33, 32, 7, 5, 4)], 'pyridine': [(25, 24, 29, 28, 27, 26)]}"
CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(N(c2ccc(C#N)cc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,"{'Secondary hydroxyl': [(5, 4)], 'Ammonium': [(2,)], 'Secondary amide': [(15, 16, 14, 6), (36, 37, 38, 39)], 'Nitrile': [(28, 27)], 'Sulfonamide': [(31, 33, 34, 22)], 'Benzene': [(8, 9, 10, 11, 12, 13), (17, 18, 19, 20, 21, 35), (23, 24, 25, 26, 29, 30)]}"
CCCCNC(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21,"{'Secondary hydroxyl': [(24, 23)], 'Alkylarylether': [(33, 32, 34)], 'Ammonium': [(26,)], 'Secondary amide': [(10, 11, 12, 13)], 'Urea': [(4, 5, 6, 7)], 'Arylfluoride': [(18, 17), (21, 20)], 'Benzene': [(15, 16, 17, 19, 20, 22), (28, 29, 30, 31, 32, 35)], '1H-indole': [(38, 39, 40, 41, 7, 8, 9, 36, 37)]}"
CCCc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)C)c3)C2O)ccc1O,"{'Secondary hydroxyl': [(26, 25)], 'Ammonium': [(14,)], 'Phenol': [(30, 29)], 'Sulfonyl': [(9, 10, 11)], 'Benzene': [(3, 4, 5, 27, 28, 29), (16, 17, 18, 19, 20, 24)], 'thiane': [(25, 13, 12, 9, 8, 7)]}"
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C(C)(C)c1cccc(C(C)(C)C)c1,"{'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4)], 'Arylfluoride': [(9, 8), (12, 11)], 'Benzene': [(6, 7, 8, 10, 11, 13), (21, 22, 23, 24, 25, 30)]}"
CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCCC(F)(F)F)c2)N=C1N,"{'Alkylfluoride': [(11, 10), (12, 10)], 'Alkylarylether': [(20, 19, 21)], 'Amide': [(2, 3, 1)], 'Guanidine': [(1, 29, 28, 30)], 'Trifluoromethyl': [(24, 23, 25, 26)], 'Benzene': [(5, 6, 7, 8, 13, 14), (15, 16, 17, 18, 19, 27)], 'oxy': [(9,)], '2-imidazoline': [(29, 28, 4, 2, 1)]}"
CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OC(F)F)c2)N=C1N,"{'Alkylfluoride': [(11, 10), (12, 10), (22, 21), (23, 21)], 'Amide': [(2, 3, 1)], 'Guanidine': [(1, 26, 25, 27)], 'Benzene': [(5, 6, 7, 8, 13, 14), (15, 16, 17, 18, 19, 24)], 'oxy': [(9,), (20,)], '2-imidazoline': [(26, 25, 4, 2, 1)]}"
CCc1c[nH]c2ccc(CC3CS(=O)(=O)CC([NH2+]Cc4cccc(C(C)(C)C)c4)C3O)cc12,"{'Secondary hydroxyl': [(30, 29)], 'Ammonium': [(17,)], 'Sulfonyl': [(12, 13, 14)], 'Benzene': [(19, 20, 21, 22, 23, 28)], 'thiane': [(29, 16, 15, 12, 11, 10)], '1H-indole': [(8, 7, 6, 5, 4, 3, 2, 32, 31)]}"
NC1=[NH+][C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(CCC3CC3)c2)C2=NCCCN21,"{'Amidine': [(31, 26, 27)], 'Guanidine': [(0, 1, 2, 31)], 'Trifluoromethyl': [(10, 9, 11, 12)], 'Benzene': [(4, 5, 6, 7, 13, 14), (15, 16, 17, 18, 19, 25)], 'oxy': [(8,)], '2-imidazoline': [(1, 2, 3, 26, 31)]}"
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(S(C)(=O)=O)CC1,"{'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4)], 'Arylfluoride': [(9, 8), (12, 11)], 'Sulfonyl': [(32, 34, 35)], 'Benzene': [(6, 7, 8, 10, 11, 13), (19, 20, 21, 22, 23, 28)]}"
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(NC=O)CC1,"{'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4), (33, 34, 32, 31)], 'Arylfluoride': [(9, 8), (12, 11)], 'Benzene': [(6, 7, 8, 10, 11, 13), (19, 20, 21, 22, 23, 28)]}"
COCC(=O)Nc1cccc([C@@]2(C3CCCCC3)N=C(N)N(C)C2=O)c1,"{'Dialkylether': [(1, 0, 2)], 'Amide': [(23, 24, 21)], 'Secondary amide': [(3, 4, 5, 6)], 'Guanidine': [(20, 19, 18, 21)], 'Benzene': [(6, 7, 8, 9, 10, 25)], '2-imidazoline': [(19, 18, 11, 23, 21)]}"
CS(=O)(=O)N(c1ccncc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1,"{'Secondary hydroxyl': [(28, 27)], 'Ammonium': [(30,)], 'Secondary amide': [(16, 17, 18, 19)], 'Sulfonamide': [(1, 2, 3, 4)], 'Trifluoromethyl': [(38, 37, 39, 40)], 'Benzene': [(11, 12, 13, 14, 15, 42), (21, 22, 23, 24, 25, 26), (32, 33, 34, 35, 36, 41)], 'pyridine': [(5, 6, 7, 8, 9, 10)]}"
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ccn(CC(C)(C)C)n2)CCCCC1,"{'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4)], 'Arylfluoride': [(9, 8), (12, 11)], 'Benzene': [(6, 7, 8, 10, 11, 13)], 'pyrazole': [(20, 19, 28, 22, 21)]}"
CCCN(CC1CC1)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,"{'Secondary hydroxyl': [(27, 26)], 'Alkylarylether': [(36, 35, 37)], 'Ammonium': [(29,)], 'Secondary amide': [(13, 14, 15, 16)], 'Urea': [(3, 8, 9, 10)], 'Arylfluoride': [(21, 20), (24, 23)], 'Benzene': [(18, 19, 20, 22, 23, 25), (31, 32, 33, 34, 35, 38)], '7-azaindole': [(41, 42, 43, 44, 10, 11, 12, 39, 40)]}"
COCC(Oc1cc(CC2CS(=O)CC([NH2+]Cc3cccc(OC(F)(F)F)c3)C2O)cc(F)c1N)C(F)(F)F,"{'Secondary hydroxyl': [(29, 28)], 'Dialkylether': [(1, 0, 2)], 'Alkylarylether': [(4, 5, 3)], 'Primary aromatic amine': [(34, 33)], 'Ammonium': [(15,)], 'Arylfluoride': [(32, 31)], 'Trifluoromethyl': [(24, 23, 25, 26), (36, 35, 37, 38)], 'Benzene': [(5, 6, 7, 30, 31, 33), (17, 18, 19, 20, 21, 27)], 'oxy': [(22,)], 'thiane': [(28, 14, 13, 11, 10, 9)]}"
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCCC1,"{'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4)], 'Arylfluoride': [(9, 8), (12, 11)], 'Benzene': [(6, 7, 8, 10, 11, 13), (19, 20, 21, 22, 23, 28)]}"
CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(NCCCO)c(N)n2)cc1,"{'Primary hydroxyl': [(31, 30)], 'Alkylarylether': [(5, 6, 4)], 'Primary aromatic amine': [(33, 32)], 'Secondary mixed amine': [(27,)], 'Arylchloride': [(20, 19)], 'Benzene': [(6, 7, 8, 9, 35, 36), (14, 15, 16, 17, 18, 19)], '1H-pyrrole': [(11, 12, 13, 21, 10)], 'pyridine': [(25, 24, 23, 34, 32, 26)]}"
CCCc1n[nH]c2ccc(CC3CS(=O)(=O)CC([NH2+]Cc4cccc(C(C)(C)C)c4)C3O)cc12,"{'Secondary hydroxyl': [(31, 30)], 'Ammonium': [(18,)], 'Sulfonyl': [(13, 14, 15)], 'Benzene': [(20, 21, 22, 23, 24, 29)], 'thiane': [(30, 17, 16, 13, 12, 11)], '1H-indazole': [(9, 8, 7, 6, 5, 4, 3, 33, 32)]}"
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(I)cc(C(C)(C)C)c2)CCCCC1,"{'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4)], 'Arylfluoride': [(9, 8), (12, 11)], 'Aryliodide': [(22, 21)], 'Benzene': [(6, 7, 8, 10, 11, 13), (19, 20, 21, 23, 24, 29)]}"
COc1ccc2ccn(CC(=O)NC(=[NH2+])NCc3cc(Cl)c(NC(C)=O)c(Cl)c3)c2c1,"{'Alkylarylether': [(1, 2, 0)], 'Secondary amide': [(10, 11, 12, 13), (23, 25, 22, 21)], 'Guanidine': [(12, 13, 14, 15)], 'Arylchloride': [(20, 19), (27, 26)], 'Benzene': [(17, 18, 19, 21, 26, 28)], '1H-indole': [(3, 2, 30, 29, 8, 7, 6, 5, 4)]}"
COCC(Oc1cc(CC2CS(=O)CC([NH2+]Cc3cc(C(C)(C)C)ccn3)C2O)cc(F)c1N)C(F)(F)F,"{'Secondary hydroxyl': [(28, 27)], 'Dialkylether': [(1, 0, 2)], 'Alkylarylether': [(4, 5, 3)], 'Primary aromatic amine': [(33, 32)], 'Ammonium': [(15,)], 'Arylfluoride': [(31, 30)], 'Trifluoromethyl': [(35, 34, 36, 37)], 'Benzene': [(5, 6, 7, 29, 30, 32)], 'pyridine': [(19, 18, 17, 26, 25, 24)], 'thiane': [(27, 14, 13, 11, 10, 9)]}"
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C1(c2cccc(C(C)(C)C(F)F)c2)CC1,"{'Alkylfluoride': [(28, 27), (29, 27)], 'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4)], 'Arylfluoride': [(9, 8), (12, 11)], 'Benzene': [(6, 7, 8, 10, 11, 13), (19, 20, 21, 22, 23, 30)]}"
Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)o1,"{'Alkylarylether': [(19, 11, 16)], 'Amide': [(25, 26, 23)], 'Secondary amide': [(5, 6, 7, 8)], 'Guanidine': [(22, 21, 20, 23)], 'Benzene': [(8, 9, 10, 11, 12, 13)], '2-imidazoline': [(21, 20, 14, 25, 23)], 'furan': [(2, 3, 4, 27, 1)]}"
COC(=O)NC1CCC([NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1,"{'Secondary hydroxyl': [(12, 11)], 'Ammonium': [(9,)], 'Secondary amide': [(24, 26, 23, 13)], 'Urethane': [(4, 2, 3, 1)], 'Arylfluoride': [(18, 17), (21, 20)], 'Benzene': [(15, 16, 17, 19, 20, 22), (27, 28, 29, 30, 31, 36)]}"
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(N(O)C(C)=O)CC1,"{'Secondary hydroxyl': [(15, 14)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4)], 'Hydroxamic acid': [(34, 36, 32, 33)], 'Arylfluoride': [(9, 8), (12, 11)], 'Benzene': [(6, 7, 8, 10, 11, 13), (19, 20, 21, 22, 23, 28)]}"
COC(COCc1ccccc1)CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,"{'Secondary hydroxyl': [(14, 13)], 'Dialkylether': [(1, 0, 2), (4, 3, 5)], 'Alkylarylether': [(17, 18, 16)], 'Secondary amide': [(27, 28, 26, 15), (32, 33, 34, 35)], 'Arylfluoride': [(21, 20), (24, 23)], 'Sulfonamide': [(47, 49, 50, 45)], 'Benzene': [(6, 7, 8, 9, 10, 11), (18, 19, 20, 22, 23, 25), (29, 30, 31, 43, 44, 51), (37, 38, 39, 40, 41, 42)]}"
